bagel-46.jpg,CORRECT,0.14907227
bagel-47.jpg,CORRECT,0.19659787
bagel-48.jpg,CORRECT,0.34031698
bagel-49.jpg,CORRECT,0.092590354
bagel-50.jpg,CORRECT,0.17092638
bagel-51.jpg,CORRECT,0.23548764
bagel-52.jpg,CORRECT,0.23391166
bagel-53.jpg,CORRECT,0.4506829
bagel-54.jpg,CORRECT,0.15937696
dog-46.jpg,CORRECT,0.53802466
dog-47.jpg,CORRECT,0.5760604
dog-48.jpg,FAILED,0.4899278
dog-49.jpg,FAILED,0.31017393
dog-50.jpg,FAILED,0.4442261
dog-51.jpg,FAILED,0.223224
dog-52.jpg,CORRECT,0.508482
dog-53.jpg,FAILED,0.35999095
dog-54.jpg,FAILED,0.33352894
dog-55.jpg,FAILED,0.36622128
